,stdTT,maxTT,stdWfs,maxWfs,instStrehl,longStrehl,encircledArea
0.0,0.009375426466979874,0.016780236063917153,0.001392045762512395,0.0018108230181361762,0.9998030505861555,0.9998030741747984,6.505082095387021
10.714285714285714,0.604662551653147,1.441299809122995,0.01443312908436789,0.02158298506029077,0.9948097146408899,0.9939253834044312,6.505082095387021
21.428571428571427,1.8561208469833947,3.550454683485053,0.002201675346118759,0.002814796893713556,0.9893164353711265,0.9810912553668288,6.505082095387021
32.14285714285714,1.3500906900211722,3.9204014085890733,0.012461919116456055,0.015094742682948414,0.9903391939401627,0.9718947984750328,6.505082095387021
42.857142857142854,2.4753438457604267,6.828016086129402,0.004161385830322162,0.023873103732169665,0.986716320514679,0.9490951111896596,6.755277560594214
53.57142857142857,2.703206342132091,7.075377268638274,0.00655687208047967,0.12721828675389035,0.9849542591401509,0.9215108814286552,6.755277560594214
64.28571428571428,3.683410242981146,12.76836264883064,0.03452753635710104,0.058559349263988314,0.9846425957339151,0.8989178532775578,6.755277560594214
75.0,7.4028324745458765,20.916942825075193,0.07749712208805326,0.15453845347486694,0.983256116935185,0.8614705566200503,7.005473025801407
85.71428571428571,5.290254962716536,18.38484458810609,0.06592472390789605,0.0924281700344004,0.9835652562550136,0.8181435835411539,7.2556684910086
96.42857142857142,6.221450024339617,13.079937033979077,0.26704371768134866,0.4755571478824874,0.9826894113847188,0.7841919640700764,7.2556684910086
107.14285714285714,4.244994517637321,11.47674097990233,0.07468103768816797,0.2107808388215653,0.9847310876846314,0.7364991633119095,7.505863956215793
117.85714285714285,10.977774004340475,38.218230636129796,0.14565719899765728,0.20233223644809184,0.9823071863821574,0.7110187847696436,7.756059421422986
128.57142857142856,6.149426679079521,21.337173152079867,0.0631365675215857,0.29154597028801765,0.9824238367591586,0.6777415876959325,8.00625488663018
139.28571428571428,8.22807760917346,19.16065891365812,0.017404810907269364,0.05269062308436412,0.982127348269735,0.6788761419075072,8.00625488663018
150.0,8.105435013186742,18.15846299768333,0.10281419955744231,0.12484307252968851,0.9826790314061301,0.6271551680220998,8.256450351837373
